set,name,foil,ck,mkm
Mirrodin Besieged,Phyrexian Revoker,FALSE,"0,32","0,88"
Urza's Saga,Phyrexian Tower,FALSE,"17,80","22,46"
New Phyrexia,Phyrexian Unlife,FALSE,"1,02","4,50"
Tenth Edition,Phyrexian Vault,FALSE,"0,05","0,02"
Magic Origins,Pia and Kiran Nalaar,FALSE,"0,44","0,54"
Kaladesh,Pia Nalaar,FALSE,"0,08","0,09"
Battle for Zendikar,Pilgrim's Eye,FALSE,"0,05","0,00"
Battle for Zendikar,Pilgrim's Eye,FALSE,"0,05","0,00"
Battle for Zendikar,Pilgrim's Eye,TRUE,"0,07","0,06"
Battle for Zendikar,Pilgrim's Eye,FALSE,"0,05","0,00"
Shadowmoor,Pili-Pala,FALSE,"0,17","0,14"
Seventh Edition,Pillage,TRUE,"1,19","2,65"
Guildpact,Pillory of the Sleepless,TRUE,"0,11","0,18"
Time Spiral,Pit Keeper,TRUE,"0,07","0,14"
Time Spiral,Pit Keeper,TRUE,"0,07","0,14"
Magic 2010,Pithing Needle,FALSE,"1,53","1,78"
Time Spiral,Plague Sliver,FALSE,"0,08","0,09"
Scars of Mirrodin,Plague Stinger,FALSE,"0,04","0,02"
Nemesis,Plague Witch,TRUE,"0,17","0,99"
Urza's Saga,Planar Birth,FALSE,"0,17","0,27"
Invasion,Planar Portal,FALSE,"1,27","1,31"
Zendikar,Plated Geopede,TRUE,"0,13","0,18"
Duel Decks: Garruk vs. Liliana,Plated Slagwurm,FALSE,"0,08","0,05"
Legions,Plated Sliver,TRUE,"0,64","0,88"
Magic 2010,Platinum Angel,FALSE,"3,09","1,76"
Scars of Mirrodin,Platinum Emperion,FALSE,"7,20","12,15"
Urza's Destiny,Plow Under,FALSE,"0,44","0,45"
Fifth Dawn,Plunge into Darkness,FALSE,"0,72","0,27"
Khans of Tarkir,Polluted Delta,FALSE,"8,05","11,25"
Urza's Saga,Polluted Mire,FALSE,"0,04","0,02"
Theros,"Polukranos, World Eater",FALSE,"0,21","0,44"
Mirage,Polymorph,FALSE,"0,51","0,62"
Lorwyn,Ponder,FALSE,"0,68","0,64"
Magic 2010,Ponder,TRUE,"10,59","17,09"
Magic 2010,Ponder,FALSE,"0,68","0,44"
Dragon's Maze,Pontiff of Blight,TRUE,"0,17","0,18"
New Phyrexia,Porcelain Legionnaire,TRUE,"2,37","4,95"
Stronghold,Portcullis,FALSE,"0,07","0,08"
Invasion,Pouncing Kavu,TRUE,"0,07","0,09"
Urza's Destiny,Powder Keg,FALSE,"0,21","0,41"
Urza's Destiny,Powder Keg,TRUE,"9,32","29,70"
Antiquities,Power Artifact,FALSE,"55,08","94,50"
Ice Age,Pox,FALSE,"0,72","0,90"
Commander 2014,Praetor's Counsel,FALSE,"0,85","0,54"
New Phyrexia,Praetor's Grasp,FALSE,"0,32","0,27"
Battle for Zendikar,Prairie Stream,FALSE,"0,51","0,77"
The Dark,Preacher,FALSE,"10,59","17,01"
Duel Decks: Elspeth vs. Kiora,Precinct Captain,FALSE,"0,08","0,13"
Shards of Alara,Predator Dragon,FALSE,"0,08","0,18"
Dark Ascension,Predator Ooze,FALSE,"0,23","1,58"
Nemesis,"Predator, Flagship",FALSE,"0,08","0,32"
Portal: Second Age,Predatory Nightstalker,FALSE,"2,37","4,49"
Odyssey,Predict,FALSE,"0,38","2,61"
Duel Decks: Venser vs. Koth,Preordain,FALSE,"0,85","1,22"
Magic 2011,Preordain,FALSE,"0,68","1,06"
Magic 2011,Preordain,TRUE,"22,88","22,50"
Innistrad,Prey Upon,TRUE,"0,05","0,22"
Eternal Masters,Price of Progress,TRUE,"1,04","1,19"
Eternal Masters,Price of Progress,FALSE,"0,32","0,63"
Modern Masters 2017,Primal Command,FALSE,"0,17","0,22"
Lorwyn,Primal Command,FALSE,"0,34","0,63"
Avacyn Restored,Primal Surge,FALSE,"0,68","0,72"
Eventide,Primalcrux,FALSE,"2,54","4,13"
Commander 2016,Primeval Protector,FALSE,"0,44","0,18"
Magic 2013,Primordial Hydra,FALSE,"4,24","3,59"
Time Spiral,Prismatic Lens,FALSE,"0,04","0,02"
Time Spiral,Prismatic Lens,TRUE,"0,76","1,58"
Judgment,Prismatic Strands,FALSE,"0,17","0,05"
New Phyrexia,Pristine Talisman,TRUE,"0,53","1,43"
New Phyrexia,Pristine Talisman,FALSE,"0,04","0,01"
Invasion,Probe,TRUE,"0,21","0,71"
Dissension,Proclamation of Rebirth,FALSE,"1,48","1,53"
Planechase,Profane Command,FALSE,"0,20","0,29"
Conflux,Progenitus,FALSE,"5,51","4,49"
Invasion,Prohibit,TRUE,"0,64","3,59"
Mirrodin,Promise of Power,FALSE,"0,08","0,02"
Mirrodin,Promise of Power,FALSE,"0,08","0,02"
Mirrodin,Promise of Power,TRUE,"0,64","2,25"
Commander 2011,Propaganda,FALSE,"2,12","1,62"
Commander 2013,Propaganda,FALSE,"3,39","1,76"
Tempest,Propaganda,FALSE,"2,54","1,17"
Theros,Prophet of Kruphix,FALSE,"0,20","0,23"
Dissension,Protean Hulk,FALSE,"4,32","3,59"
Magic 2010,Protean Hydra,FALSE,"1,10","0,89"
Magic 2010,Protean Hydra,TRUE,"1,36","2,65"
Magic 2011,Protean Hydra,FALSE,"0,68","0,27"
Odyssey,Psychatog,TRUE,"2,97","1,98"
Conspiracy: Take the Crown,Psychosis Crawler,FALSE,"0,08","0,05"
Mirrodin Besieged,Psychosis Crawler,FALSE,"0,08","0,14"
Commander 2011,Punishing Fire,FALSE,"0,05","0,09"
Zendikar,Punishing Fire,FALSE,"0,04","0,05"
Tempest,Puppet Strings,FALSE,"0,06","0,04"
New Phyrexia,Puresteel Paladin,FALSE,"3,81","4,95"
Mirage,Purgatory,FALSE,"0,18","0,23"
Urza's Legacy,Purify,FALSE,"0,14","0,09"
Torment,Putrid Imp,TRUE,"0,76","1,13"
Torment,Putrid Imp,FALSE,"0,04","0,02"
Alara Reborn,Putrid Leech,TRUE,"0,10","0,32"
Ice Age,Pygmy Allosaurus,FALSE,"0,21","0,07"
Visions,Pygmy Hippo,FALSE,"0,28","0,09"
Magic 2011,Pyretic Ritual,FALSE,"0,68","0,41"
Mirrodin,Pyrite Spellbomb,TRUE,"0,38","0,31"
Ice Age,Pyroblast,FALSE,"0,32","0,45"
Magic 2010,Pyroclasm,FALSE,"0,04","0,08"
Alliances,Pyrokinesis,FALSE,"0,05","0,17"
Zendikar,Pyromancer Ascension,FALSE,"0,08","0,68"
Magic Origins,Pyromancer's Goggles,FALSE,"2,12","1,34"
Future Sight,Pyromancer's Swath,FALSE,"0,17","0,14"
Eighth Edition,Pyrotechnics,TRUE,"0,14","0,07"
Shards of Alara,Qasali Ambusher,FALSE,"0,20","0,05"
Alara Reborn,Qasali Pridemage,TRUE,"1,53","2,34"
Alara Reborn,Qasali Pridemage,FALSE,"0,22","0,67"
Battle for Zendikar,Quarantine Field,FALSE,"0,21","0,09"
Worldwake,Quest for the Nihil Stone,FALSE,"0,28","0,36"
Scars of Mirrodin,Quicksilver Gargantuan,FALSE,"0,21","0,18"
Judgment,Quiet Speculation,TRUE,"0,38","0,45"
Shards of Alara,Quietus Spike,FALSE,"0,25","0,81"
Planar Chaos,"Radha, Heir to Keld",FALSE,"0,17","0,18"
Magic 2015,Radiant Fountain,TRUE,"0,75","2,69"
Magic 2015,Radiant Fountain,FALSE,"0,05","0,02"
Legends,Radjan Spirit,FALSE,"0,13","0,40"
Shards of Alara,Rafiq of the Many,FALSE,"3,56","2,43"
Magic 2010,Raging Goblin,TRUE,"0,17","0,09"
Worldwake,Raging Ravine,FALSE,"4,49","5,40"
Mirrodin,Raise the Alarm,TRUE,"0,38","0,14"
Dissension,Rakdos Carnarium,TRUE,"0,75","1,89"
Commander 2011,Rakdos Signet,FALSE,"0,08","0,09"
Return to Ravnica,Rakdos's Return,FALSE,"0,21","0,41"
Return to Ravnica,"Rakdos, Lord of Riots",FALSE,"0,68","1,06"
Conflux,Rakka Mar,FALSE,"0,42","0,18"
Zendikar,Rampaging Baloths,FALSE,"0,32","0,68"
Duel Decks: Garruk vs. Liliana,Rancor,FALSE,"0,85","0,78"
Urza's Legacy,Rancor,TRUE,"9,75","10,02"
Magic 2013,Rancor,FALSE,"0,34","0,68"
Shards of Alara,Ranger of Eos,FALSE,"0,34","1,34"
Innistrad,Ranger's Guile,TRUE,"0,07","0,09"
Urza's Legacy,Raven Familiar,TRUE,"1,19","1,80"
Onslaught,Ravenous Baloth,TRUE,"1,19","1,32"
Onslaught,Ravenous Baloth,FALSE,"0,08","0,09"
Zendikar,Ravenous Trap,FALSE,"0,04","0,02"
Worldwake,Razor Boomerang,TRUE,"0,14","0,09"
Darksteel,Razor Golem,TRUE,"0,07","0,08"
Scars of Mirrodin,Razorverge Thicket,FALSE,"5,08","4,50"
Theros,Read the Bones,TRUE,"0,14","0,35"
Dragon's Maze,Ready // Willing,FALSE,"0,08","0,05"
Planar Chaos,Reality Acid,FALSE,"0,04","0,02"
Fate Reforged,Reality Shift,TRUE,"0,89","0,22"
Oath of the Gatewatch,Reality Smasher,FALSE,"2,33","2,70"
Tempest,Reanimate,FALSE,"8,90","11,25"
Darksteel,Reap and Sow,TRUE,"0,32","0,18"
Innistrad,Reaper from the Abyss,FALSE,"0,25","0,41"
Archenemy,Reassembling Skeleton,FALSE,"0,05","0,17"
Urza's Legacy,Rebuild,FALSE,"0,05","0,02"
Urza's Destiny,Reckless Abandon,TRUE,"0,17","0,90"
Oath of the Gatewatch,Reckless Bushwhacker,FALSE,"0,07","0,02"
Odyssey,Reckless Charge,TRUE,"0,38","0,68"
Magic 2015,Reclamation Sage,FALSE,"0,42","0,23"
Invasion,Recoil,TRUE,"1,19","2,52"
Exodus,Reconnaissance,FALSE,"1,53","0,71"
Exodus,Recurring Nightmare,FALSE,"6,36","8,10"
Tempest,Recycle,FALSE,"0,61","0,43"
Mirrodin Besieged,Red Sun's Zenith,FALSE,"0,08","0,09"
Magic 2011,Redirect,FALSE,"0,08","0,15"
Magic 2011,Redirect,FALSE,"0,08","0,15"
Mirage,Reflect Damage,FALSE,"0,05","0,18"
Shadowmoor,Reflecting Pool,FALSE,"6,36","4,50"
Avacyn Restored,Reforge the Soul,FALSE,"0,85","0,45"
Eventide,Regal Force,FALSE,"0,97","1,35"
Conspiracy: Take the Crown,Regicide,TRUE,"0,14","0,05"
Revised Edition,Regrowth,FALSE,"0,81","0,63"
Stronghold,Reins of Power,FALSE,"0,06","0,18"
Duel Decks: Divine vs. Demonic,Reiver Demon,FALSE,"0,08","0,09"
Commander 2011,Reiver Demon,FALSE,"0,08","0,13"
Visions,Relentless Assault,FALSE,"0,21","0,18"
Eternal Masters,Relic of Progenitus,TRUE,"2,54","3,15"
Shards of Alara,Relic of Progenitus,FALSE,"1,91","1,43"
Magic Origins,Relic Seeker,FALSE,"0,08","0,02"
Conflux,Reliquary Tower,TRUE,"3,81","2,69"
Conflux,Reliquary Tower,FALSE,"1,95","0,89"
Tenth Edition,Remove Soul,TRUE,"0,17","0,23"
Eventide,Rendclaw Trow,TRUE,"0,64","0,05"
Kaladesh,Renegade Freighter,TRUE,"0,07","0,03"
Amonkhet,Renewed Faith,TRUE,"0,07","0,05"
Guildpact,Repeal,FALSE,"0,04","0,01"
Urza's Destiny,Replenish,TRUE,"106,77","180,00"
Urza's Destiny,Replenish,FALSE,"17,80","19,80"
Classic Sixth Edition,Reprisal,FALSE,"0,05","0,05"
Urza's Saga,Reprocess,FALSE,"0,10","0,14"
Invasion,Repulse,TRUE,"0,13","1,80"
Commander 2014,Requiem Angel,FALSE,"0,08","0,05"
Worldwake,Rest for the Weary,FALSE,"0,04","0,02"
Modern Masters 2017,Restoration Angel,FALSE,"1,48","2,06"
Avacyn Restored,Revenge of the Hunted,FALSE,"0,08","0,14"
Magic 2011,Reverberate,FALSE,"0,32","0,09"
Magic 2011,Reverberate,TRUE,"0,59","0,90"
Magic 2012,Reverberate,FALSE,"0,21","0,08"
Magic 2013,Reverberate,FALSE,"0,17","0,18"
Magic 2013,Rewind,FALSE,"0,04","0,02"
Duel Decks: Divine vs. Demonic,Reya Dawnbringer,FALSE,"0,38","0,23"
Magic 2013,Rhox Faithmender,FALSE,"1,69","2,88"
Worldwake,Ricochet Trap,FALSE,"0,05","0,17"
Commander 2011,Riddlekeeper,FALSE,"2,54","2,67"
Time Spiral,Rift Bolt,FALSE,"0,23","0,45"
Time Spiral,Rift Bolt,TRUE,"6,10","3,87"
Judgment,Riftstone Portal,FALSE,"0,07","0,09"
Gatecrash,Righteous Charge,TRUE,"0,07","0,08"
Commander 2011,Riku of Two Reflections,FALSE,"5,93","0,23"
Lorwyn,Rings of Brighthearth,FALSE,"15,25","12,96"
Legions,Riptide Director,TRUE,"5,08","5,40"
Onslaught,Riptide Entrancer,TRUE,"0,64","0,27"
Onslaught,Riptide Laboratory,FALSE,"8,05","7,20"
Onslaught,Riptide Laboratory,TRUE,"29,66","26,99"
Onslaught,Riptide Shapeshifter,TRUE,"0,59","0,09"
Mercadian Masques,Rishadan Airship,TRUE,"0,38","2,25"
Mercadian Masques,Rishadan Port,FALSE,"46,61","67,49"
Aether Revolt,Rishkar's Expertise,TRUE,"1,19","0,14"
Coldsnap,Rite of Flame,FALSE,"0,38","0,35"
Zendikar,Rite of Replication,FALSE,"1,10","0,45"
Future Sight,Rites of Flourishing,FALSE,"0,21","0,22"
Zendikar,River Boa,TRUE,"0,51","0,17"
Shadowmoor,River Kelpie,FALSE,"0,55","0,27"
Conspiracy: Take the Crown,Rogue's Passage,TRUE,"0,51","0,23"
Magic Origins,Rogue's Passage,FALSE,"0,04","0,01"
Zendikar,Roil Elemental,FALSE,"0,10","0,09"
Tenth Edition,Root Maze,FALSE,"0,44","0,17"
Legions,Root Sliver,FALSE,"0,21","0,08"
Magic 2010,Rootbound Crag,FALSE,"2,12","0,90"
Mirrodin Besieged,Rot Wolf,TRUE,"0,08","0,23"
Onslaught,Rotlung Reanimator,FALSE,"0,72","0,81"
Conflux,Rotting Rats,FALSE,"0,04","0,02"
Conspiracy,Rout,FALSE,"0,08","0,27"
Conspiracy,Rout,TRUE,"4,24","3,86"
Invasion,Rout,TRUE,"8,47","17,96"
Magic 2010,Royal Assassin,FALSE,"0,08","0,23"
Commander 2016,Rubblehulk,FALSE,"0,08","0,05"
Chronicles,Rubinia Soulsinger,FALSE,"0,08","0,09"
Duel Decks: Garruk vs. Liliana,Rude Awakening,FALSE,"0,08","0,05"
Fifth Dawn,Rude Awakening,FALSE,"0,08","0,09"
Commander 2016,Rugged Highlands,FALSE,"0,07","0,02"
Fate Reforged,Rugged Highlands,TRUE,"0,07","0,05"
Fate Reforged,Rugged Highlands,TRUE,"0,07","0,05"
Commander 2011,Ruhan of the Fomori,FALSE,"0,68","0,09"
Battle for Zendikar,Ruinous Path,FALSE,"0,08","0,02"
Eighth Edition,Rukh Egg,TRUE,"0,33","0,36"
Mirrodin,Rule of Law,FALSE,"0,55","0,09"
Tenth Edition,Rule of Law,FALSE,"0,72","0,09"
Coldsnap,Rune Snag,TRUE,"0,64","1,34"
Coldsnap,Rune Snag,FALSE,"0,05","0,09"
Innistrad,Runechanter's Pike,FALSE,"0,21","0,09"
Conspiracy,Runed Servitor,TRUE,"0,05","0,05"
Zendikar,Runeflare Trap,TRUE,"0,08","0,09"
Conflux,Rupture Spire,TRUE,"0,17","0,09"
Conflux,Rupture Spire,FALSE,"0,05","0,00"
Shadows over Innistrad,Rush of Adrenaline,TRUE,"0,05","0,02"
Planeshift,Rushing River,TRUE,"0,89","0,89"
Champions of Kamigawa,"Ryusei, the Falling Star",FALSE,"0,08","0,35"
Amonkhet,Sacred Cat,TRUE,"0,76","7,89"
Ravnica: City of Guilds,Sacred Foundry,FALSE,"10,17","9,45"
Mirage,Sacred Mesa,FALSE,"0,06","0,18"
Magic 2012,Sacred Wolf,TRUE,"0,08","0,08"
Odyssey,Sadistic Hypnotist,TRUE,"4,66","8,97"
Zendikar,Sadistic Sacrament,FALSE,"0,42","0,27"
Shadowmoor,Safehold Elite,TRUE,"1,69","1,79"
Shadowmoor,Safehold Elite,FALSE,"0,04","0,02"
Time Spiral,Saffi Eriksdotter,TRUE,"21,19","22,50"
Time Spiral,Saffi Eriksdotter,FALSE,"2,75","2,61"
Conspiracy,Sakura-Tribe Elder,FALSE,"0,16","0,03"
Champions of Kamigawa,Sakura-Tribe Elder,FALSE,"0,21","0,02"
Amonkhet,"Samut, Voice of Dissent",FALSE,"0,21","0,63"
Archenemy,Sanctum Gargoyle,FALSE,"0,05","0,05"
Magic 2013,Sands of Delirium,FALSE,"0,17","0,18"
Khans of Tarkir,Sandsteppe Citadel,FALSE,"0,05","0,02"
Conspiracy: Take the Crown,Sangromancer,TRUE,"0,51","0,45"
Magic 2010,Sanguine Bond,FALSE,"1,27","0,81"
Magic 2014,Sanguine Bond,FALSE,"0,38","0,45"
Tempest,Sapphire Medallion,FALSE,"4,24","2,52"
Tempest,Sarcomancy,FALSE,"0,42","1,35"
Shards of Alara,Sarkhan Vol,FALSE,"6,36","5,38"
Born of the Gods,Satyr Wayfinder,FALSE,"0,05","0,00"
Shards of Alara,Savage Lands,TRUE,"0,14","0,53"
Shards of Alara,Savage Lands,TRUE,"0,14","0,53"
Modern Masters 2017,Savage Lands,FALSE,"0,04","0,02"
Shards of Alara,Savage Lands,FALSE,"0,04","0,05"
Dragon's Maze,Savageborn Hydra,FALSE,"0,61","0,89"
Shadowmoor,Savor the Moment,FALSE,"1,69","1,80"
Ravnica: City of Guilds,"Savra, Queen of the Golgari",FALSE,"0,68","0,71"
Modern Masters 2017,Scalding Tarn,TRUE,"48,30","61,19"
The Dark,Scarwood Bandits,FALSE,"0,72","2,70"
Ravnica: City of Guilds,Scatter the Seeds,TRUE,"0,08","0,13"
Conflux,Scattershot Archer,FALSE,"0,17","0,05"
Commander 2011,Scavenging Ooze,FALSE,"1,27","2,34"
Modern Masters 2017,Scavenging Ooze,FALSE,"0,85","1,70"
Theros,Scholar of Athreos,TRUE,"0,05","0,05"
Archenemy,Scion of Darkness,FALSE,"0,31","1,29"
Lorwyn,Scion of Oona,FALSE,"2,54","0,90"
Guildpact,Scorched Rusalka,TRUE,"0,08","0,23"
Khans of Tarkir,Scoured Barrens,FALSE,"0,04","0,00"
Khans of Tarkir,Scoured Barrens,TRUE,"0,10","0,05"
Shards of Alara,Scourge Devil,TRUE,"0,07","0,09"
Shards of Alara,Scourglass,FALSE,"0,59","1,07"
Urza's Legacy,Scrapheap,TRUE,"0,51","2,25"
Zendikar,Scute Mob,FALSE,"0,08","0,18"
Shadowmoor,Scuzzback Marauders,TRUE,"0,17","0,14"
Commander 2011,Scythe Specter,FALSE,"0,32","0,18"
Scars of Mirrodin,Seachrome Coast,FALSE,"1,69","3,60"
Planar Chaos,Seal of Primordium,FALSE,"0,04","0,02"
Nemesis,Seal of Removal,TRUE,"0,07","0,89"
Worldwake,Searing Blaze,FALSE,"0,28","0,45"
Worldwake,Searing Blaze,TRUE,"3,81","3,59"
Modern Masters 2017,Seaside Citadel,TRUE,"0,38","0,17"
Modern Masters 2017,Seaside Citadel,FALSE,"0,05","0,02"
Ninth Edition,Seasoned Marshal,TRUE,"0,08","0,23"
Duel Decks: Elspeth vs. Tezzeret,Seat of the Synod,FALSE,"0,32","0,18"
Mirrodin,Seat of the Synod,FALSE,"0,08","0,16"
Archenemy,Secluded Steppe,FALSE,"0,16","0,07"
Onslaught,Secluded Steppe,TRUE,"0,76","1,80"
Mirrodin,Second Sunrise,FALSE,"0,68","0,44"
Theros,Sedge Scorpion,TRUE,"0,05","0,05"
Revised Edition,Sedge Troll,FALSE,"0,13","0,18"
Shards of Alara,"Sedris, the Traitor King",FALSE,"0,72","0,72"
Legions,Seedborn Muse,FALSE,"9,75","10,76"
Judgment,Seedtime,FALSE,"0,42","0,26"
Mirrodin,Seething Song,FALSE,"0,07","0,05"
Ninth Edition,Seething Song,FALSE,"0,17","0,05"
Legends,Segovian Leviathan,FALSE,"0,14","0,53"
Exodus,Seismic Assault,FALSE,"1,95","2,16"
Odyssey,Seize the Day,FALSE,"0,85","1,71"
Zendikar,Sejiri Refuge,FALSE,"0,05","0,02"
Worldwake,Sejiri Steppe,TRUE,"1,34","0,90"
Modern Masters 2017,Selesnya Signet,FALSE,"0,05","0,02"
Modern Masters 2017,Selesnya Signet,FALSE,"0,05","0,02"
Modern Masters 2017,Selesnya Signet,TRUE,"0,21","0,06"
Innistrad,Selfless Cathar,TRUE,"0,07","0,05"
Commander 2016,Selfless Squire,FALSE,"1,53","1,70"
Alara Reborn,Sen Triplets,FALSE,"12,71","11,25"
Eternal Masters,Sengir Autocrat,TRUE,"0,05","0,09"
Champions of Kamigawa,Sensei's Divining Top,FALSE,"6,78","5,39"
Magic 2013,Sentinel Spider,TRUE,"0,07","0,08"
Magic 2014,Seraph of the Sword,FALSE,"0,17","0,09"
Revised Edition,Serendib Efreet,FALSE,"0,51","0,89"
Commander 2013,Serene Master,FALSE,"0,08","0,14"
Classic Sixth Edition,Serenity,FALSE,"0,51","0,44"
Magic 2011,Serra Ascendant,FALSE,"9,96","7,20"
Time Spiral,Serra Avenger,FALSE,"0,38","0,90"
Urza's Saga,Serra's Liturgy,FALSE,"0,14","0,12"
Urza's Saga,Serra's Sanctum,FALSE,"28,81","37,80"
Duel Decks: Garruk vs. Liliana,Serrated Arrows,FALSE,"0,08","0,02"
Homelands,Serrated Arrows,FALSE,"0,04","0,02"
Champions of Kamigawa,Seshiro the Anointed,TRUE,"10,17","9,00"
Commander 2011,Sewer Nemesis,FALSE,"2,33","2,52"
Gatecrash,Shadow Alley Denizen,TRUE,"0,21","0,18"
Tempest,Shadow Rift,FALSE,"0,04","0,02"
Magic 2014,Shadowborn Apostle,TRUE,"2,03","1,80"
Odyssey,Shadowmage Infiltrator,TRUE,"4,24","4,50"
Odyssey,Shadowmage Infiltrator,FALSE,"0,08","0,31"
Arabian Nights,Shahrazad,FALSE,"127,11","198,00"
Eternal Masters,Shaman of the Pack,FALSE,"0,05","0,03"
Gatecrash,Shambleshark,TRUE,"0,08","0,05"
Lorwyn,Shapesharer,FALSE,"1,27","0,18"
Conflux,Shard Convergence,TRUE,"0,17","0,14"
Morningtide,Shard Volley,FALSE,"0,21","0,23"
Shards of Alara,Sharding Sphinx,FALSE,"0,08","0,09"
Planechase 2012,Shardless Agent,FALSE,"0,85","1,80"
Commander 2011,Shared Trauma,FALSE,"0,08","0,14"
Commander 2013,Sharuum the Hegemon,FALSE,"0,21","0,02"
Shards of Alara,Sharuum the Hegemon,FALSE,"0,21","0,27"
Guildpact,Shattering Spree,FALSE,"4,49","4,40"
Lorwyn,Shelldock Isle,FALSE,"2,75","2,16"
Odyssey,Shelter,TRUE,"0,38","0,23"
Amonkhet,Sheltered Thicket,TRUE,"2,37","3,58"
Shadowmoor,Shield of the Oversoul,TRUE,"2,54","3,56"
Shadowmoor,Shield of the Oversoul,FALSE,"0,21","0,17"
Alliances,Shield Sphere,FALSE,"0,51","0,68"
Legions,Shifting Sliver,FALSE,"0,51","0,18"
Mirrodin Besieged,Shimmer Myr,FALSE,"0,13","0,21"
Betrayers of Kamigawa,Shimmering Glasskite,TRUE,"0,13","0,05"
Magic 2014,Shimmering Grotto,TRUE,"0,07","0,16"
Betrayers of Kamigawa,"Shirei, Shizo's Caretaker",FALSE,"1,48","0,63"
Duel Decks: Knights vs. Dragons,Shiv's Embrace,FALSE,"0,05","0,02"
Urza's Legacy,Shivan Phoenix,FALSE,"0,08","0,08"
Apocalypse,Shivan Reef,FALSE,"1,53","2,02"
Apocalypse,Shivan Reef,TRUE,"14,83","17,05"
Urza's Saga,Show and Tell,FALSE,"10,59","13,50"
Guildpact,Shrieking Grotesque,TRUE,"0,07","0,05"
Lorwyn,Shriekmaw,FALSE,"0,17","0,14"
New Phyrexia,Shrine of Burning Rage,FALSE,"0,25","0,41"
Portal: Three Kingdoms,Shu Cavalry,FALSE,"0,25","0,17"
Torment,Sickening Dreams,TRUE,"0,08","0,41"
Dragons of Tarkir,"Sidisi, Undead Vizier",FALSE,"3,39","1,43"
Avacyn Restored,"Sigarda, Host of Herons",FALSE,"7,63","9,00"
Shards of Alara,Sigil of Distinction,FALSE,"0,17","0,09"
Conflux,Sigil of the Empty Throne,FALSE,"0,16","0,27"
Shards of Alara,Sigiled Paladin,FALSE,"0,05","0,05"
Archenemy,Sign in Blood,FALSE,"0,07","0,04"
Magic 2010,Sign in Blood,FALSE,"0,05","0,02"
Magic 2011,Sign in Blood,TRUE,"0,14","0,33"
Magic 2011,Silence,FALSE,"0,31","0,45"
Innistrad,Silent Departure,TRUE,"0,05","0,07"
Onslaught,Silent Specter,TRUE,"0,17","0,32"
Guildpact,Silhana Ledgewalker,TRUE,"0,76","0,89"
Guildpact,Silhana Ledgewalker,FALSE,"0,06","0,10"
Shadowmoor,Silkbind Faerie,TRUE,"0,07","0,16"
Duel Decks: Knights vs. Dragons,Silver Knight,FALSE,"0,16","0,04"
Lorwyn,Silvergill Adept,FALSE,"0,85","0,77"
Urza's Legacy,Simian Grunts,TRUE,"0,07","0,68"
Dissension,Simic Growth Chamber,FALSE,"0,04","0,05"
Gatecrash,Simic Guildgate,TRUE,"0,21","0,23"
Commander Anthology,Simic Signet,FALSE,"0,06","0,05"
Modern Masters 2017,Simic Signet,TRUE,"0,13","0,05"
Modern Masters 2017,Simic Signet,TRUE,"0,13","0,05"
Commander Anthology,Simic Signet,FALSE,"0,06","0,05"
Dissension,Simic Sky Swallower,FALSE,"0,08","0,22"
Dragon's Maze,Sin Collector,TRUE,"0,08","0,80"
Planar Chaos,Sinew Sliver,FALSE,"0,72","0,57"
Innistrad,Skaab Ruinator,FALSE,"0,21","0,68"
Odyssey,Skeletal Scrying,FALSE,"0,05","0,05"
Ice Age,Skeleton Ship,FALSE,"0,32","0,23"
Shards of Alara,Skill Borrower,FALSE,"0,08","0,08"
Magic 2012,Skinshifter,FALSE,"0,08","0,27"
Legions,Skinthinner,TRUE,"0,07","0,09"
Legions,Skirk Drill Sergeant,TRUE,"0,07","0,16"
Onslaught,Skirk Fire Marshal,FALSE,"0,28","0,14"
Duel Decks: Elves vs. Goblins,Skirk Prospector,FALSE,"0,25","0,09"
Onslaught,Skirk Prospector,TRUE,"0,76","0,90"
Innistrad,Skirsdag High Priest,FALSE,"0,14","0,09"
Scars of Mirrodin,"Skithiryx, the Blight Dragon",FALSE,"12,71","11,25"
Invasion,Skizzik,TRUE,"2,37","3,15"
Invasion,Skizzik,FALSE,"0,21","0,18"
Commander 2011,"Skullbriar, the Walking Grave",FALSE,"3,56","3,69"
Darksteel,Skullclamp,TRUE,"7,63","8,55"
Shards of Alara,Skullmulcher,FALSE,"0,08","0,05"
Mirage,Sky Diamond,FALSE,"0,08","0,07"
Commander 2011,Skyscribing,FALSE,"0,05","0,02"
Nemesis,Skyshroud Claim,TRUE,"12,71","20,16"
Nemesis,Skyshroud Claim,FALSE,"0,68","0,81"
Tenth Edition,Skyshroud Ranger,FALSE,"0,05","0,02"
New Phyrexia,Slash Panther,TRUE,"0,07","0,09"
Modern Masters,Slaughter Pact,FALSE,"0,76","2,69"
Future Sight,Slaughter Pact,FALSE,"1,27","2,66"
Avacyn Restored,Slayers' Stronghold,FALSE,"0,25","0,27"
Invasion,Sleeper's Robe,TRUE,"0,17","0,71"
Ninth Edition,Sleight of Hand,FALSE,"2,33","1,34"
Eventide,Slippery Bogle,FALSE,"0,34","0,81"
Eventide,Slippery Bogle,TRUE,"3,81","7,19"
Amonkhet,Slither Blade,TRUE,"0,08","0,04"
Morningtide,Slithermuse,FALSE,"0,08","0,10"
Magic 2012,Smallpox,FALSE,"0,08","0,09"
